movieId,tagId,relevance
1,1,0.025000000000000022
1,2,0.025000000000000022
1,3,0.057750000000000024
1,4,0.09675
1,5,0.14675
1,6,0.21700000000000003
1,7,0.067
1,8,0.26275000000000004
1,9,0.262
1,10,0.03199999999999997
1,11,0.577
1,12,0.11625000000000002
1,13,0.188
1,14,0.008000000000000007
1,15,0.036750000000000005
1,16,0.28174999999999994
1,17,0.007000000000000006
1,18,0.11049999999999999
1,19,0.6705
1,20,0.1845
1,21,0.33025000000000004
1,22,0.2825
1,23,0.056999999999999995
1,24,0.015500000000000014
1,25,0.08500000000000002
1,26,0.08100000000000002
1,27,0.195
1,28,0.07150000000000001
1,29,0.8919999999999999
1,30,0.67625
1,31,0.03875000000000001
1,32,0.22799999999999998
1,33,0.402
1,34,0.03875000000000001
1,35,0.026749999999999996
1,36,0.33025000000000004
1,37,0.10099999999999998
1,38,0.012500000000000011
1,39,0.018500000000000016
1,40,0.014249999999999985
1,41,0.013749999999999984
1,42,0.024749999999999994
1,43,0.14725
1,44,0.04149999999999998
1,45,0.26725
1,46,0.25575000000000003
1,47,0.008000000000000007
1,48,0.14100000000000001
1,49,0.31999999999999995
1,50,0.06824999999999998
1,51,0.26525
1,52,0.15825
1,53,0.235
1,54,0.07574999999999998
1,55,0.17875000000000002
1,56,0.024500000000000022
1,57,0.022749999999999992
1,58,0.018000000000000016
1,59,0.13724999999999998
1,60,0.03125
1,61,0.54475
1,62,0.68775
1,63,0.9332499999999999
1,64,0.9857499999999999
1,65,0.10099999999999998
1,66,0.03749999999999998
1,67,0.12075000000000002
1,68,0.037750000000000006
1,69,0.020000000000000018
1,70,0.14350000000000002
1,71,0.01100000000000001
1,72,0.02174999999999999
1,73,0.07324999999999998
1,74,0.01200000000000001
1,75,0.22749999999999998
1,76,0.015249999999999986
1,77,0.09699999999999998
1,78,0.044499999999999984
1,79,0.35750000000000004
1,80,0.023749999999999993
1,81,0.05449999999999999
1,82,0.11099999999999999
1,83,0.03225
1,84,0.27975000000000005
1,85,0.09225
1,86,0.30274999999999996
1,87,0.04125000000000001
1,88,0.006249999999999978
1,89,0.00874999999999998
1,90,0.14350000000000002
1,91,0.0595
1,92,0.028749999999999998
1,93,0.32775
1,94,0.33225000000000005
1,95,0.043999999999999984
1,96,0.04349999999999998
1,97,0.0625
1,98,0.05675000000000002
1,99,0.12724999999999997
1,100,0.10775000000000001
1,101,0.06874999999999998
1,102,0.013500000000000012
1,103,0.009000000000000008
1,104,0.004500000000000004
1,105,0.03975000000000001
1,106,0.006749999999999978
1,107,0.1875
1,108,0.030000000000000027
1,109,0.13674999999999998
1,110,0.09675
1,111,0.013000000000000012
1,112,0.016500000000000015
1,113,0.53425
1,114,0.033999999999999975
1,115,0.22449999999999998
1,116,0.02300000000000002
1,117,0.005500000000000005
1,118,0.030500000000000027
1,119,0.0015000000000000013
1,120,0.1285
1,121,0.32025000000000003
1,122,0.23425
1,123,0.015000000000000013
1,124,0.04299999999999998
1,125,0.046499999999999986
1,126,0.05025000000000002
1,127,0.04149999999999998
1,128,0.43325
1,129,0.1795
1,130,0.017500000000000016
1,131,0.027249999999999996
1,132,0.26449999999999996
1,133,0.11549999999999999
1,134,0.07450000000000001
1,135,0.09375
1,136,0.09999999999999998
1,137,0.069
1,138,0.26375000000000004
1,139,0.028749999999999998
1,140,0.12375000000000003
1,141,0.08800000000000002
1,142,0.014749999999999985
1,143,0.08825
1,144,0.06824999999999998
1,145,0.08174999999999999
1,146,0.05149999999999999
1,147,0.014500000000000013
1,148,0.02200000000000002
1,149,0.07450000000000001
1,150,0.027500000000000024
1,151,0.035999999999999976
1,152,0.07200000000000001
1,153,0.05325000000000002
1,154,0.20700000000000002
1,155,0.05349999999999999
1,156,0.06175000000000003
1,157,0.045999999999999985
1,158,0.023749999999999993
1,159,0.035499999999999976
1,160,0.177
1,161,0.010249999999999981
1,162,0.2365
1,163,0.08500000000000002
1,164,0.25249999999999995
1,165,0.08424999999999999
1,166,0.017249999999999988
1,167,0.14750000000000002
1,168,0.03925000000000001
1,169,0.20525
1,170,0.45025000000000004
1,171,0.133
1,172,0.41574999999999995
1,173,0.11625000000000002
1,174,0.014000000000000012
1,175,0.33299999999999996
1,176,0.14700000000000002
1,177,0.04949999999999999
1,178,0.022249999999999992
1,179,0.11049999999999999
1,180,0.028000000000000025
1,181,0.14024999999999999
1,182,0.035750000000000004
1,183,0.06324999999999997
1,184,0.03199999999999997
1,185,0.16275
1,186,0.9564999999999999
1,187,0.015000000000000013
1,188,0.486
1,189,0.04849999999999999
1,190,0.025249999999999995
1,191,0.13624999999999998
1,192,0.3045
1,193,0.81925
1,194,0.1335
1,195,0.59
1,196,0.055999999999999994
1,197,0.01974999999999999
1,198,0.08150000000000002
1,199,0.06774999999999998
1,200,0.030000000000000027
1,201,0.057999999999999996
1,202,0.015500000000000014
1,203,0.92625
1,204,0.96425
1,205,0.011249999999999982
1,206,0.04575000000000001
1,207,0.016000000000000014
1,208,0.014500000000000013
1,209,0.013249999999999984
1,210,0.020000000000000018
1,211,0.016500000000000015
1,212,0.1235
1,213,0.06374999999999997
1,214,0.037250000000000005
1,215,0.81925
1,216,0.32075
1,217,0.017000000000000015
1,218,0.15649999999999997
1,219,0.00874999999999998
1,220,0.7802500000000001
1,221,0.07324999999999998
1,222,0.11199999999999999
1,223,0.03649999999999998
1,224,0.035750000000000004
1,225,0.010000000000000009
1,226,0.10599999999999998
1,227,0.024749999999999994
1,228,0.01974999999999999
1,229,0.52475
1,230,0.618
1,231,0.13724999999999998
1,232,0.04199999999999998
1,233,0.09350000000000003
1,234,0.07624999999999998
1,235,0.33299999999999996
1,236,0.15425
1,237,0.019500000000000017
1,238,0.15849999999999997
1,239,0.08124999999999999
1,240,0.35550000000000004
1,241,0.064
1,242,0.11225000000000002
1,243,0.10225000000000001
1,244,0.9984999999999999
1,245,0.05525000000000002
1,246,0.44699999999999995
1,247,0.056999999999999995
1,248,0.11575000000000002
1,249,0.04275000000000001
1,250,0.017249999999999988
1,251,0.22175
1,252,0.055999999999999994
1,253,0.025249999999999995
1,254,0.048750000000000016
1,255,0.5445
1,256,0.060750000000000026
1,257,0.029249999999999998
1,258,0.28625
1,259,0.07624999999999998
1,260,0.41725
1,261,0.024749999999999994
1,262,0.03249999999999997
1,263,0.022749999999999992
1,264,0.04949999999999999
1,265,0.056999999999999995
1,266,0.5875
1,267,0.16999999999999998
1,268,0.09275
1,269,0.30925
1,270,0.3165
1,271,0.033999999999999975
1,272,0.31399999999999995
1,273,0.035999999999999976
1,274,0.191
1,275,0.23425
1,276,0.18874999999999997
1,277,0.41300000000000003
1,278,0.8
1,279,0.57
1,280,0.02024999999999999
1,281,0.04625000000000001
1,282,0.19574999999999998
1,283,0.014500000000000013
1,284,0.011249999999999982
1,285,0.08200000000000002
1,286,0.068
1,287,0.06125000000000003
1,288,0.21975
1,289,0.07374999999999998
1,290,0.017500000000000016
1,291,0.024249999999999994
1,292,0.1915
1,293,0.04575000000000001
1,294,0.05375000000000002
1,295,0.005500000000000005
1,296,0.07800000000000001
1,297,0.15250000000000002
1,298,0.055499999999999994
1,299,0.51525
1,300,0.04199999999999998
1,301,0.008500000000000008
1,302,0.6375
1,303,0.0695
1,304,0.38375000000000004
1,305,0.07774999999999999
1,306,0.065
1,307,0.007500000000000007
1,308,0.055499999999999994
1,309,0.873
1,310,0.9137500000000001
1,311,0.15925
1,312,0.08200000000000002
1,313,0.12175000000000002
1,314,0.174
1,315,0.03149999999999997
1,316,0.30700000000000005
1,317,0.12425000000000003
1,318,0.034499999999999975
1,319,0.17225000000000001
1,320,0.09150000000000003
1,321,0.03025
1,322,0.10099999999999998
1,323,0.36150000000000004
1,324,0.256
1,325,0.1225
1,326,0.1835
1,327,0.1835
1,328,0.16899999999999998
1,329,0.06574999999999998
1,330,0.03999999999999998
1,331,0.029000000000000026
1,332,0.02400000000000002
1,333,0.03875000000000001
1,334,0.32875
1,335,0.11375000000000002
1,336,0.063
1,337,0.09399999999999997
1,338,0.45325000000000004
1,339,0.05099999999999999
1,340,0.0047499999999999765
1,341,0.11475000000000002
1,342,0.04149999999999998
1,343,0.11549999999999999
1,344,0.09200000000000003
1,345,0.31399999999999995
1,346,0.03949999999999998
1,347,0.007749999999999979
1,348,0.2915
1,349,0.15550000000000003
1,350,0.129
1,351,0.21850000000000003
1,352,0.03325
1,353,0.35150000000000003
1,354,0.14575
1,355,0.721
1,356,0.31625000000000003
1,357,0.05025000000000002
1,358,0.13724999999999998
1,359,0.14575
1,360,0.08100000000000002
1,361,0.04225000000000001
1,362,0.1355
1,363,0.024500000000000022
1,364,0.62525
1,365,0.5415
1,366,0.18225000000000002
1,367,0.47075
1,368,0.24175000000000002
1,369,0.03225
1,370,0.09000000000000002
1,371,0.52025
1,372,0.30074999999999996
1,373,0.02400000000000002
1,374,0.8485
1,375,0.15625
1,376,0.19674999999999998
1,377,0.59675
1,378,0.46299999999999997
1,379,0.06724999999999998
1,380,0.023749999999999993
1,381,0.16799999999999998
1,382,0.486
1,383,0.0645
1,384,0.03849999999999998
1,385,0.1405
1,386,0.07974999999999999
1,387,0.61925
1,388,0.73425
1,389,0.26175000000000004
1,390,0.1745
1,391,0.2965
1,392,0.007000000000000006
1,393,0.126
1,394,0.02975
1,395,0.122
1,396,0.23199999999999998
1,397,0.10949999999999999
1,398,0.03149999999999997
1,399,0.048750000000000016
1,400,0.02124999999999999
1,401,0.27125
1,402,0.07700000000000001
1,403,0.184
1,404,0.027749999999999997
1,405,0.046999999999999986
1,406,0.23425
1,407,0.02975
1,408,0.05099999999999999
1,409,0.04299999999999998
1,410,0.09150000000000003
1,411,0.03649999999999998
1,412,0.9117500000000001
1,413,0.07950000000000002
1,414,0.87775
1,415,0.823
1,416,0.03699999999999998
1,417,0.695
1,418,0.16175
1,419,0.12
1,420,0.1345
1,421,0.035250000000000004
1,422,0.19724999999999998
1,423,0.07650000000000001
1,424,0.19674999999999998
1,425,0.055999999999999994
1,426,0.1255
1,427,0.16325
1,428,0.06824999999999998
1,429,0.05249999999999999
1,430,0.07674999999999998
1,431,0.04125000000000001
1,432,0.03249999999999997
1,433,0.06225000000000003
1,434,0.028000000000000025
1,435,0.03699999999999998
1,436,0.062
1,437,0.14125
1,438,0.01924999999999999
1,439,0.17575000000000002
1,440,0.026000000000000023
1,441,0.04149999999999998
1,442,0.023249999999999993
1,443,0.13674999999999998
1,444,0.04025000000000001
1,445,0.8354999999999999
1,446,0.47850000000000004
1,447,0.4565
1,448,0.25775000000000003
1,449,0.29974999999999996
1,450,0.05575000000000002
1,451,0.39225
1,452,0.73375
1,453,0.46675
1,454,0.47550000000000003
1,455,0.45699999999999996
1,456,0.016000000000000014
1,457,0.028749999999999998
1,458,0.14375
1,459,0.024749999999999994
1,460,0.023749999999999993
1,461,0.15075
1,462,0.09649999999999997
1,463,0.03925000000000001
1,464,0.83525
1,465,0.397
1,466,0.09475
1,467,0.22899999999999998
1,468,0.6315
1,469,0.92075
1,470,0.08650000000000002
1,471,0.268
1,472,0.44299999999999995
1,473,0.10849999999999999
1,474,0.21300000000000002
1,475,0.12974999999999998
1,476,0.009000000000000008
1,477,0.035499999999999976
1,478,0.09150000000000003
1,479,0.035250000000000004
1,480,0.01050000000000001
1,481,0.27575000000000005
1,482,0.03249999999999997
1,483,0.05275000000000002
1,484,0.05149999999999999
1,485,0.038250000000000006
1,486,0.046999999999999986
1,487,0.010000000000000009
1,488,0.01050000000000001
1,489,0.0022499999999999742
1,490,0.485
1,491,0.022249999999999992
1,492,0.01200000000000001
1,493,0.25825
1,494,0.02150000000000002
1,495,0.028500000000000025
1,496,0.242
1,497,0.75875
1,498,0.13924999999999998
1,499,0.015249999999999986
1,500,0.05299999999999999
1,501,0.02250000000000002
1,502,0.10975000000000001
